name,offices_state_code,offices_latitude,offices_longitude,vegan_rest,num_vegan_rest,vegan_rest_coord,latitude,longitude,preschool,num_preschool,preschool_coord,starbucks,num_starbucks,starbucks_coord,clubs,num_clubs,clubs_coord
Netbiscuits,NY,40.7467544,-73.9953227,"[{'fsq_id': '5287e35711d2ab3ea77f7ebb', 'categories': [{'id': 13199, 'name': 'Indian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}], 'chains': [], 'distance': 430, 'geocodes': {'main': {'latitude': 40.744946, 'longitude': -73.990249}, 'roof': {'latitude': 40.744946, 'longitude': -73.990249}}, 'link': '/v3/places/5287e35711d2ab3ea77f7ebb', 'location': {'address': '48 W 27th St', 'census_block': '360610058001002', 'country': 'US', 'cross_street': 'btwn Broadway & 6th Avenue', 'dma': 'New York', 'formatted_address': '48 W 27th St (btwn Broadway & 6th Avenue), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Bombay Sandwich', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '53624ca7498e18140bb9e8b4', 'categories': [{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}], 'chains': [], 'distance': 371, 'geocodes': {'drop_off': {'latitude': 40.743528, 'longitude': -73.994292}, 'main': {'latitude': 40.743323, 'longitude': -73.994378}, 'roof': {'latitude': 40.743323, 'longitude': -73.994378}}, 'link': '/v3/places/53624ca7498e18140bb9e8b4', 'location': {'address': '140 W 23rd St', 'census_block': '360610091004001', 'country': 'US', 'cross_street': '', 'dma': 'New York', 'formatted_address': '140 W 23rd St, New York, NY 10011', 'locality': 'New York', 'postcode': '10011', 'region': 'NY'}, 'name': 'Jack’s Stir Brew Coffee', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '58d3f1e7528930281485076b', 'categories': [{'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}], 'chains': [], 'distance': 180, 'geocodes': {'drop_off': {'latitude': 40.745314, 'longitude': -73.994759}, 'main': {'latitude': 40.745153, 'longitude': -73.994538}, 'roof': {'latitude': 40.745153, 'longitude': -73.994538}}, 'link': '/v3/places/58d3f1e7528930281485076b', 'location': {'address': '261 7th Ave', 'census_block': '360610091005001', 'country': 'US', 'cross_street': 'at W 25th St', 'dma': 'New York', 'formatted_address': '261 7th Ave (at W 25th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Variety Coffee Roasters', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '49c406a8f964a5208d561fe3', 'categories': [{'id': 13001, 'name': 'Bagel Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bagels_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}], 'chains': [], 'distance': 212, 'geocodes': {'main': {'latitude': 40.746151, 'longitude': -73.997547}, 'roof': {'latitude': 40.746151, 'longitude': -73.997547}}, 'link': '/v3/places/49c406a8f964a5208d561fe3', 'location': {'address': '286 8th Ave', 'address_extended': 'Frnt 1', 'census_block': '360610091001000', 'country': 'US', 'cross_street': 'btwn W 24th & W 25th St', 'dma': 'New York', 'formatted_address': '286 8th Ave (btwn W 24th & W 25th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Brooklyn Bagel & Coffee Company', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '540def3a498ee75cf369e5a6', 'categories': [{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}], 'chains': [], 'distance': 134, 'geocodes': {'main': {'latitude': 40.745543, 'longitude': -73.994073}, 'roof': {'latitude': 40.745543, 'longitude': -73.994073}}, 'link': '/v3/places/540def3a498ee75cf369e5a6', 'location': {'address': '275 7th Ave', 'address_extended': 'Frnt 3', 'census_block': '360610091005000', 'country': 'US', 'cross_street': 'btwn W 25th & W 26th St', 'dma': 'New York', 'formatted_address': '275 7th Ave (btwn W 25th & W 26th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Seven Grams Caffe', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '460d4b66f964a52005451fe3', 'categories': [{'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}], 'chains': [{'id': 'c356152c-f98c-4c43-8a1e-1d16cc9ea1c8', 'name': 'Whole Foods'}], 'distance': 189, 'geocodes': {'main': {'latitude': 40.745134, 'longitude': -73.995236}, 'roof': {'latitude': 40.745134, 'longitude': -73.995236}}, 'link': '/v3/places/460d4b66f964a52005451fe3', 'location': {'address': '250 7th Ave', 'address_extended': 'Ste 511', 'census_block': '360610091001000', 'country': 'US', 'cross_street': 'at W 24th St', 'dma': 'New York', 'formatted_address': '250 7th Ave (at W 24th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Whole Foods', 'related_places': {'children': [{'fsq_id': '5c88110ed69ed00039580e96', 'name': 'WFM Coffee Bar'}]}, 'timezone': 'America/New_York'}, {'fsq_id': '4a639f9ff964a52077c51fe3', 'categories': [{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}], 'chains': [], 'distance': 375, 'geocodes': {'drop_off': {'latitude': 40.750094, 'longitude': -73.995135}, 'main': {'latitude': 40.750153, 'longitude': -73.995215}, 'roof': {'latitude': 40.750153, 'longitude': -73.995215}}, 'link': '/v3/places/4a639f9ff964a52077c51fe3', 'location': {'address': '413 8th Ave', 'address_extended': 'btwn W 30th  W 31st St', 'census_block': '360610103001012', 'country': 'US', 'cross_street': 'btwn W 30th & W 31st St', 'dma': 'New York', 'formatted_address': '413 8th Ave (btwn W 30th & W 31st St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'NY Pizza Suprema', 'related_places': {'children': []}, 'timezone': 'America/New_York'}, {'fsq_id': '619125bafb41d06a30c7d26b', 'categories': [{'id': 13102, 'name': 'Cantonese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13106, 'name': 'Dim Sum Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dimsum_', 'suffix': '.png'}}], 'chains': [], 'distance': 104, 'geocodes': {'drop_off': {'latitude': 40.746984, 'longitude': -73.996589}, 'main': {'latitude': 40.747204, 'longitude': -73.996497}, 'roof': {'latitude': 40.747204, 'longitude': -73.996497}}, 'link': '/v3/places/619125bafb41d06a30c7d26b', 'location': {'address': '251 W 26th St', 'census_block': '360610095002003', 'country': 'US', 'cross_street': 'between 7th Ave and 8th Ave', 'dma': 'New York', 'formatted_address': '251 W 26th St (between 7th Ave and 8th Ave), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Hey Yuet', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '4f61235ce4b0d7325f17c638', 'categories': [{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}], 'chains': [], 'distance': 447, 'geocodes': {'main': {'latitude': 40.747313, 'longitude': -74.000432}, 'roof': {'latitude': 40.747313, 'longitude': -74.000432}}, 'link': '/v3/places/4f61235ce4b0d7325f17c638', 'location': {'address': '236 9th Ave', 'census_block': '360610093001001', 'country': 'US', 'cross_street': 'at 24th St', 'dma': 'New York', 'formatted_address': '236 9th Ave (at 24th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Sullivan Street Bakery', 'related_places': {'children': []}, 'timezone': 'America/New_York'}, {'fsq_id': '49d991d9f964a5204a5e1fe3', 'categories': [{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}], 'chains': [], 'distance': 464, 'geocodes': {'main': {'latitude': 40.74262, 'longitude': -73.996447}, 'roof': {'latitude': 40.74262, 'longitude': -73.996447}}, 'link': '/v3/places/49d991d9f964a5204a5e1fe3', 'location': {'address': '185 7th Ave', 'address_extended': 'Manhattan', 'census_block': '360610087006001', 'country': 'US', 'cross_street': 'at W 21st St', 'dma': 'New York', 'formatted_address': '185 7th Ave (at W 21st St), New York, NY 10011', 'locality': 'New York', 'postcode': '10011', 'region': 'NY'}, 'name': 'Momoya', 'related_places': {}, 'timezone': 'America/New_York'}]",10.0,"(40.744946, -73.990249)",40.744946,-73.990249,,,,,,,,,
Netbiscuits,NY,40.7467544,-73.9953227,"[{'fsq_id': '5287e35711d2ab3ea77f7ebb', 'categories': [{'id': 13199, 'name': 'Indian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/indian_', 'suffix': '.png'}}, {'id': 13334, 'name': 'Sandwich Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}, {'id': 13377, 'name': 'Vegan and Vegetarian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/vegetarian_', 'suffix': '.png'}}], 'chains': [], 'distance': 430, 'geocodes': {'main': {'latitude': 40.744946, 'longitude': -73.990249}, 'roof': {'latitude': 40.744946, 'longitude': -73.990249}}, 'link': '/v3/places/5287e35711d2ab3ea77f7ebb', 'location': {'address': '48 W 27th St', 'census_block': '360610058001002', 'country': 'US', 'cross_street': 'btwn Broadway & 6th Avenue', 'dma': 'New York', 'formatted_address': '48 W 27th St (btwn Broadway & 6th Avenue), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Bombay Sandwich', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '53624ca7498e18140bb9e8b4', 'categories': [{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}], 'chains': [], 'distance': 371, 'geocodes': {'drop_off': {'latitude': 40.743528, 'longitude': -73.994292}, 'main': {'latitude': 40.743323, 'longitude': -73.994378}, 'roof': {'latitude': 40.743323, 'longitude': -73.994378}}, 'link': '/v3/places/53624ca7498e18140bb9e8b4', 'location': {'address': '140 W 23rd St', 'census_block': '360610091004001', 'country': 'US', 'cross_street': '', 'dma': 'New York', 'formatted_address': '140 W 23rd St, New York, NY 10011', 'locality': 'New York', 'postcode': '10011', 'region': 'NY'}, 'name': 'Jack’s Stir Brew Coffee', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '58d3f1e7528930281485076b', 'categories': [{'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}], 'chains': [], 'distance': 180, 'geocodes': {'drop_off': {'latitude': 40.745314, 'longitude': -73.994759}, 'main': {'latitude': 40.745153, 'longitude': -73.994538}, 'roof': {'latitude': 40.745153, 'longitude': -73.994538}}, 'link': '/v3/places/58d3f1e7528930281485076b', 'location': {'address': '261 7th Ave', 'census_block': '360610091005001', 'country': 'US', 'cross_street': 'at W 25th St', 'dma': 'New York', 'formatted_address': '261 7th Ave (at W 25th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Variety Coffee Roasters', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '49c406a8f964a5208d561fe3', 'categories': [{'id': 13001, 'name': 'Bagel Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bagels_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}], 'chains': [], 'distance': 212, 'geocodes': {'main': {'latitude': 40.746151, 'longitude': -73.997547}, 'roof': {'latitude': 40.746151, 'longitude': -73.997547}}, 'link': '/v3/places/49c406a8f964a5208d561fe3', 'location': {'address': '286 8th Ave', 'address_extended': 'Frnt 1', 'census_block': '360610091001000', 'country': 'US', 'cross_street': 'btwn W 24th & W 25th St', 'dma': 'New York', 'formatted_address': '286 8th Ave (btwn W 24th & W 25th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Brooklyn Bagel & Coffee Company', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '540def3a498ee75cf369e5a6', 'categories': [{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13035, 'name': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}], 'chains': [], 'distance': 134, 'geocodes': {'main': {'latitude': 40.745543, 'longitude': -73.994073}, 'roof': {'latitude': 40.745543, 'longitude': -73.994073}}, 'link': '/v3/places/540def3a498ee75cf369e5a6', 'location': {'address': '275 7th Ave', 'address_extended': 'Frnt 3', 'census_block': '360610091005000', 'country': 'US', 'cross_street': 'btwn W 25th & W 26th St', 'dma': 'New York', 'formatted_address': '275 7th Ave (btwn W 25th & W 26th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Seven Grams Caffe', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '460d4b66f964a52005451fe3', 'categories': [{'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}], 'chains': [{'id': 'c356152c-f98c-4c43-8a1e-1d16cc9ea1c8', 'name': 'Whole Foods'}], 'distance': 189, 'geocodes': {'main': {'latitude': 40.745134, 'longitude': -73.995236}, 'roof': {'latitude': 40.745134, 'longitude': -73.995236}}, 'link': '/v3/places/460d4b66f964a52005451fe3', 'location': {'address': '250 7th Ave', 'address_extended': 'Ste 511', 'census_block': '360610091001000', 'country': 'US', 'cross_street': 'at W 24th St', 'dma': 'New York', 'formatted_address': '250 7th Ave (at W 24th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Whole Foods', 'related_places': {'children': [{'fsq_id': '5c88110ed69ed00039580e96', 'name': 'WFM Coffee Bar'}]}, 'timezone': 'America/New_York'}, {'fsq_id': '4a639f9ff964a52077c51fe3', 'categories': [{'id': 13064, 'name': 'Pizzeria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}}], 'chains': [], 'distance': 375, 'geocodes': {'drop_off': {'latitude': 40.750094, 'longitude': -73.995135}, 'main': {'latitude': 40.750153, 'longitude': -73.995215}, 'roof': {'latitude': 40.750153, 'longitude': -73.995215}}, 'link': '/v3/places/4a639f9ff964a52077c51fe3', 'location': {'address': '413 8th Ave', 'address_extended': 'btwn W 30th  W 31st St', 'census_block': '360610103001012', 'country': 'US', 'cross_street': 'btwn W 30th & W 31st St', 'dma': 'New York', 'formatted_address': '413 8th Ave (btwn W 30th & W 31st St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'NY Pizza Suprema', 'related_places': {'children': []}, 'timezone': 'America/New_York'}, {'fsq_id': '619125bafb41d06a30c7d26b', 'categories': [{'id': 13102, 'name': 'Cantonese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}, {'id': 13106, 'name': 'Dim Sum Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dimsum_', 'suffix': '.png'}}], 'chains': [], 'distance': 104, 'geocodes': {'drop_off': {'latitude': 40.746984, 'longitude': -73.996589}, 'main': {'latitude': 40.747204, 'longitude': -73.996497}, 'roof': {'latitude': 40.747204, 'longitude': -73.996497}}, 'link': '/v3/places/619125bafb41d06a30c7d26b', 'location': {'address': '251 W 26th St', 'census_block': '360610095002003', 'country': 'US', 'cross_street': 'between 7th Ave and 8th Ave', 'dma': 'New York', 'formatted_address': '251 W 26th St (between 7th Ave and 8th Ave), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Hey Yuet', 'related_places': {}, 'timezone': 'America/New_York'}, {'fsq_id': '4f61235ce4b0d7325f17c638', 'categories': [{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}], 'chains': [], 'distance': 447, 'geocodes': {'main': {'latitude': 40.747313, 'longitude': -74.000432}, 'roof': {'latitude': 40.747313, 'longitude': -74.000432}}, 'link': '/v3/places/4f61235ce4b0d7325f17c638', 'location': {'address': '236 9th Ave', 'census_block': '360610093001001', 'country': 'US', 'cross_street': 'at 24th St', 'dma': 'New York', 'formatted_address': '236 9th Ave (at 24th St), New York, NY 10001', 'locality': 'New York', 'postcode': '10001', 'region': 'NY'}, 'name': 'Sullivan Street Bakery', 'related_places': {'children': []}, 'timezone': 'America/New_York'}, {'fsq_id': '49d991d9f964a5204a5e1fe3', 'categories': [{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}], 'chains': [], 'distance': 464, 'geocodes': {'main': {'latitude': 40.74262, 'longitude': -73.996447}, 'roof': {'latitude': 40.74262, 'longitude': -73.996447}}, 'link': '/v3/places/49d991d9f964a5204a5e1fe3', 'location': {'address': '185 7th Ave', 'address_extended': 'Manhattan', 'census_block': '360610087006001', 'country': 'US', 'cross_street': 'at W 21st St', 'dma': 'New York', 'formatted_address': '185 7th Ave (at W 21st St), New York, NY 10011', 'locality': 'New York', 'postcode': '10011', 'region': 'NY'}, 'name': 'Momoya', 'related_places': {}, 'timezone': 'America/New_York'}]",10.0,"(40.743323, -73.994378)",40.743323,-73.994378,,,,,,,,,
